,Index,Lemma,Derived Word,Context
431,432,जेपी,जेपीएन,और जेपीएन द्वितीय
432,433,डिस्कोथेक,डिस्कोथेक़,की डिस्कोथेक़ में
433,434,डिस्कोथेक,डिस्कोथेक्स,और डिस्कोथेक्स में
434,435,स्वराज,स्वराजः,सुषमा स्वराजः गोहत्या
435,436,परिर्वतन,परिर्वतनों,वाले परिर्वतनों और
436,437,सावंत,सावंतसर,गांव सावंतसर निवासी
437,438,सावंत,सावंती,राखी सावंती टाइप
438,439,सुलह,सुलहें,हम सुलहें करते
439,440,सुलह,सुलहनामा,गया सुलहनामा भी
440,441,दरिया,दरियाफ़्त,से दरियाफ़्त करने
441,442,दरिया,दरियाओं,के दरियाओं को
442,443,दरिया,दरियाए,उसे दरियाए फ़ुरात
443,444,अवनी,अवनीगदा,पेरियवा अवनीगदा यात्रा
444,445,अवनी,अवनीत,सुखप्रीत अवनीत कौर
445,446,अवनी,अवनीद्र,सपांदक अवनीद्र ठाकुर
446,447,वर्ल्ड,वर्ल्डस,टू वर्ल्डस के
447,448,श्रीधरन,श्रीधरन्,प्रीजा श्रीधरन् और
448,449,उत्सर्जन,उत्सर्जनों,औद्योगिक उत्सर्जनों से
449,450,पानी,पानीपानी,भी पानीपानी हो
450,451,पानी,पानीएक,मिली पानीएक चम्मच
451,452,कलियर,कलियरी,पाक कलियरी के
452,453,मौज,मौज़,मज़ा मौज़ करने
453,454,बलुआ,बलुआं,फुलवरिया बलुआं को
454,455,बलुआ,बलुआही,के बलुआही में
455,456,बंदी,बंदीरक्षक,द्वारा बंदीरक्षक पदों
456,457,बंदी,बंदीरक्षकों,और बंदीरक्षकों को
457,458,दैनिक,दैनिकों,नये दैनिकों की
458,459,दैनिक,दैनिकजागरण,को दैनिकजागरण कार्यालय
459,460,प्रमाण,प्रमाणप,के प्रमाणप के
460,461,प्रमाण,प्रमाणित,गैर प्रमाणित सामान
461,462,नदवा,नदवातुल,कि नदवातुल उलमा
462,463,हमदर्द,हमदर्दो,और हमदर्दो को
