,Derived Word,Lemma
822,शीटिडिंग,बिडिंग
823,पिडिंग,बिडिंग
824,कोयम्बटोर,कोयम्बटूर
825,कोयम्बटुर,कोयम्बटूर
826,कोयम्‍बटूर,कोयम्बटूर
827,कोयम्बतौर,कोयम्बटूर
828,गिरफ्तारकोयम्बटूर,कोयम्बटूर
829,बिजलीघराें,बिजलीघर
830,पनबिजलीघर,बिजलीघर
831,बिजलीए,बिजलीघर
832,मेंसताया,डॉयज
833,பூர்ணிமா,डॉयज
834,Հայերեն,डॉयज
835,छेदद्वि,द्वि
836,त्रि,द्वि
837,छेददुबलाद्वि,द्वि
838,वद्वि,द्वि
839,अवतलावतल,द्वि
840,राममुरारी,मुरारी
841,अस्मुरारी,मुरारी
842,कृष्णमुरारी,मुरारी
843,शिवमुरारी,मुरारी
844,तालुकदारी,तालुकदार
845,तालुकदारों,तालुकदार
846,तालुकेदार,तालुकदार
847,तालुक्क,तालुकदार
848,तालुकेदारी,तालुकदार
849,फेरबदलः,फेरबदल
850,फ़ेरबदल,फेरबदल
851,शहरबदल,फेरबदल
852,फ़ेरबदल,फेरबदल
853,फेरबदलहस्तक्षेप,फेरबदल
854,दीप्ती,नवल
855,दीçप्त,नवल
856,उच्छंगराय,नवल
857,सेकृष्णा,हरेकृष्णा
858,साईंकृष्णा,हरेकृष्णा
859,जतुकृष्णा,हरेकृष्णा
860,वी.कृष्णा,हरेकृष्णा
861,हिस्‍सा,हिस्सा
862,अभिन्न,हिस्सा
863,हिस्साभर,हिस्सा
864,रहस्यमहि,रहस्यमयी
865,रहस्यमी,रहस्यमयी
866,रहस्मयी,रहस्यमयी
867,रहस्यमइ,रहस्यमयी
868,टॉकीज़,टॉकी
869,वॉकीटॉकी,टॉकी
870,टॉकीजों,टॉकी
871,टॉकीज,टॉकी
872,परिवारं,परिवार
873,परिवारी,परिवार
874,परिवार’क,परिवार
875,तिहाड,जेल
876,तिहाड़,जेल
877,दमनप्रीत,अमनप्रीत
878,धमनप्रीत,अमनप्रीत
879,तमनप्रीत,अमनप्रीत
880,रमनप्रीत,अमनप्रीत
881,डॉ.मनप्रीत,अमनप्रीत
882,टॉपस्पिनर,स्पिनर
883,स्पिनरेट,स्पिनर
884,स्पिनर्स,स्पिनर
885,स्पिनरों,स्पिनर
886,स्पिनर.यह,स्पिनर
887,ओंधा,चश्मा
888,चश्माचिन्टू,चश्मा
889,चश्मश,चश्मा
890,कानै,चश्मा
891,रमास,खरमास
892,सौरमास,खरमास
893,होलाष्टक,खरमास
894,चंद्रमास,खरमास
895,महूरत,खरमास
896,पौंडो,पौंड
897,पाउंड,पौंड
898,पौंडं,पौंड
899,काथरिन,महारानी
900,बडामहारानी,महारानी
901,अजब्धे,महारानी
902,महारानीजी,महारानी
903,कैंसलेशन,कैंसिलेशन
904,कैंसि‍ल,कैंसिलेशन
905,डिलेशन,कैंसिलेशन
906,एफिलेशन,कैंसिलेशन
907,मौजीलाल,रामजीलाल
908,जीलाल,रामजीलाल
909,अमीलाल,रामजीलाल
910,मोजीलाल,रामजीलाल
911,रामजीराम,रामजीलाल
912,तक:प्रतिभा,प्रतिभा
913,प्रतिभाके,प्रतिभा
914,अप्रतिभा,प्रतिभा
915,प्रतिभाऐं,प्रतिभा
916,योगदानदान,योगदान
917,महत्वपूणॅ,योगदान
918,यगदान,योगदान
919,प्रकारगत,प्रकार
920,प्रकारवहाँ,प्रकार
921,अतुष्ट,अंसतुष्ट
922,सतुष्ट,अंसतुष्ट
923,असँतुष्ट,अंसतुष्ट
924,सँतुष्ट,अंसतुष्ट
925,अंसतुष्टि,अंसतुष्ट
926,एसोचेम,फिक्की
927,फिक्क,फिक्की
928,प्रदेशमध्य,मध्य
929,प्रदेशः,मध्य
930,पुरातनयुग,पुरातन
931,पुरातननता,पुरातन
932,पुरातनपँथी,पुरातन
933,पुरातनम्,पुरातन
934,पुरातनः,पुरातन
935,मसलन्,मसलन
936,मसलनःकम,मसलन
937,टोनीओली,टोनी
938,शाल्होब,टोनी
939,वरबाटोनी,टोनी
940,हैथकोट,टोनी
941,मूंगाशुभ,मूंगा
942,चूमूंगा,मूंगा
943,मूंगी,मूंगा
944,मूंगालाल,मूंगा
945,सोजती,गेट
946,लिसाड़ी,गेट
947,सिहानी,गेट
948,गेदर,गेट
949,नैण्ड,गेट
950,नौसेन,नौसेना
951,नौसेनिक,नौसेना
952,नौसेनासंयुक्त,नौसेना
953,अगुआड़ी,अगुआई
954,अगुआयल,अगुआई
955,अगुआइ,अगुआई
956,अगुआनी,अगुआई
957,काश्मीर,कश्मीर
958,कश्मीरजम्मू,कश्मीर
